,title_clean,img_count,has_form,has_login_form,has_js,js_include_b64,nb_tokens,text_clean,classification,nb_title_entities,nb_text_entities,bank_of_america,wells_fargo,citibank,apple,microsoft,amazon,google,facebook,dhl,youtube,whatsapp,linkedin,twitter
6775,sign on,1,1,1,1,0,11,sign please sign network username password sign cancel change access preference,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6776,sosido,0,1,1,1,0,9,sosido article q sign email password remember forgot password,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6777,myfriend.info domain name is for sale . inquire now .,0,1,0,1,0,21,myfriend.info domain name sale inquire myfriend.info myfriend.info premium domain name available purchase portfolio domainnow.net make offer name email phone offer message,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6778,webmail,2,1,1,0,0,12,webmail mycraftmail webmail login secured login session mycraftmail copyright 2020 privacy policy,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6779,reasonable spread : email marketing system,1,1,0,1,0,11,reasonable spread email marketing system browser doe automatically redirect please click,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6780,,0,0,0,1,0,63,welcome citi 's digital research product english japanese one-time registration process required gain access content please enter email address click 'register confirmation email sent email address within minute complete registration register register device every time access citi research please visit device registration guide amend browser setting currently citi client please click require assistance please contact support team rschaccess citi.com privacy statement term use,benign,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6781,suddenlink | login,2,1,1,1,0,33,suddenlink login welcome please log inusernamepassword log remember sign nowforgot username forgot password clicking 'log agree suddenlink 's term service including website term use website user privacy statement.we value privacy information secure learn,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6782,"google slide create and edit presentation online , for free .",1,1,1,1,0,31,google slide create edit presentation online free one account google sign continue slide enter email find account sign different account create account one google account everything google google privacy term help,benign,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6783,fortimail,0,0,0,0,0,12,fortimail web action release message mtu3nzk3mtazns4xmzuwxze0nzayn184odcxoteuy29tbwfpbdejusmwmdjesdh2btawmzkxndawmdasi0yjuymzotewmsnf doe n't exist ha previously deleted,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6784,mailbox storage,0,0,1,1,0,17,mailbox storage nobody mycraftmail.com mailbox please sign continue connected nobody mycraftmail.com invalid password cmi-malawi.com 2019. right reserved,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6785,-,5,0,0,1,0,57,skip main content toggle navigation ... ... 2 4 ... ... 1510 -- -- -- -- 1510 1000 100 1 ... ... ... ... ... ... quot ... ... download safe manner site largest specialized translation website page article related ... ... ... ... ... ... `` quot quot ... ... 750 550 470 ... ... ...,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6786,google,1,0,0,1,0,16,google store gmailimagessign remove report inappropriate prediction privacytermssettingssearch settingsadvanced searchyour data searchhistorysearch helpsend feedbackadvertisingbusiness search work,benign,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6787,one drive,1,0,0,1,0,31,one drive read document please choose email provider login view shared file login office 365 login outlook login mail get file anywhere device share anyone one drive shared document one loud,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6788,promed post promed-mail,4,0,0,1,0,51,promed post promed-mail skip content donate subscribeisid.org home team news partner field search post international society forinfectious disease 9 babcock unit 3. brookline 02446. usa 617 277-0551 e emailprotected w isid.org latest post data found 2020 international society infectious disease right reserved privacy policy term condition homeaboutour teamin newspartnersfrom fieldsearch post,benign,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6789,compliancealpha - log in,2,1,1,1,0,21,compliancealpha log aca compliancealpha log forgot password remember compliancealpha aca technology solution aca compliancealpha prod 2.1.2 right reserved 2019 feedback support,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6790,verify your account,5,0,0,1,0,8,verify account kpierce arbys.com term use privacy cooky,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6791,my - yahoo ! -,2,1,0,1,0,14,yahoo yahoo yahoo japan url 49 copyright c 2020 yahoo japan corporation right reserved,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6792,,0,0,0,1,0,63,welcome citi 's digital research product english japanese one-time registration process required gain access content please enter email address click 'register confirmation email sent email address within minute complete registration register register device every time access citi research please visit device registration guide amend browser setting currently citi client please click require assistance please contact support team rschaccess citi.com privacy statement term use,benign,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6793,compliancealpha - log in,2,1,1,1,0,21,compliancealpha log aca compliancealpha log forgot password remember compliancealpha aca technology solution aca compliancealpha prod 2.10.1 right reserved 2020 feedback support,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6794,clsa,2,1,0,1,0,27,clsa dear client apologise inconvenience due increase bot activity need prove human proceed please slide button way right continue thank slide submit 2019 clsa limited right reserved,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6795,"google sheet create and edit spreadsheet online , for free .",1,1,1,1,0,31,google sheet create edit spreadsheet online free one account google sign continue sheet enter email find account sign different account create account one google account everything google google privacy term help,benign,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6796,yokocms - login,1,0,1,1,0,15,yokocms login yokocms username email address password keep logged email address forgot password back login,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6797,,0,1,0,1,0,20,'ve detected  disabled browser would like proceed legacy twitter yes something went wrong dont fret let give another shot,benign,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6798,debtwire login,0,1,1,1,0,51,debtwire login debtwire login debtwirecreated sketch sign username show cap lock password remember forgotten password logging agree cookie policy privacy policythis open pdf document disclaimer term usefor help support contact crm consultant via phone email america +1 212 686 5374 emea +44 203 741 1188 asia-pacific +852 3110 6513 help debtwire.com,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6799,| +adsl2,26,1,0,1,0,25,+adsl2 english +adsl2fmc shatel talk voice kaspersky myshatel app sla ... +adsl2 +adsl2 +adsl2 voice fmc ... ... fmc +adsl2 ... mvno mvno ... --,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6800,sign on,1,1,1,1,0,11,sign please sign network username password sign cancel change access preference,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6801,seer inventory visibility,3,1,1,1,0,29,seer inventory visibility welcome seer quick reference guide frequently asked question faq contact u log welcome seer use rapid account log user name password assistance please email seer curtisswright.com,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6802,debtwire login,0,1,1,1,0,51,debtwire login debtwire login debtwirecreated sketch sign username show cap lock password remember forgotten password logging agree cookie policy privacy policythis open pdf document disclaimer term usefor help support contact crm consultant via phone email america +1 212 686 5374 emea +44 203 741 1188 asia-pacific +852 3110 6513 help debtwire.com,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6803,bloomberg - are you a robot ?,0,0,0,1,0,51,bloomberg robot bloomberg need help contact u 've detected unusual activity computer network continue please click box let u know 're robot happen please make sure browser support  cooky blocking loading information review term service cookie policy need help inquiry related message please contact support team provide reference block reference,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6804,login - at & t mobile form,4,1,1,1,0,62,login mobile language english espaol franais welcome user portal best experienced ie9 greater compatibility mode disabled use ie8 le may limit performance feature highly recommend download recent version   www.microsoft.com/downloads give google chrome firefox try use organization 's credential log remember next time login lost password enter username e-mail address send sending recovery email ... experience issue please contact u   support.prontoforms.com,benign,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6805,"penawaran profil rumah sakit swasta di indonesia , .pdf - google drive",0,0,0,1,0,13,penawaran profil rumah sakit swasta di indonesia .pdf google drive sign inmain menu,benign,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6806,blue star miami - tracking,2,0,1,1,0,30,blue star miami tracking blue star miami tracking contact u custom login page livetrack 2.0 login username password full screen login doe work click go live track tracking contact u,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6807,free avatar,78,0,0,1,0,63,free avatar advertisment free avatarsa list free avatar static animated avatar website forumsyour one stop place download free avatar kind huge collection animated static avatar website forum blog instant messenger get free avatar today final step choose avatar random avatar advertisment new avatar free avatar random avatar advertisment 1 2 3 4 5 6 7 8 9 10 free avatar random 30 avatar,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6808,,0,1,0,1,0,20,'ve detected  disabled browser would like proceed legacy twitter yes something went wrong dont fret let give another shot,benign,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6809,debtwire login,0,1,1,1,0,51,debtwire login debtwire login debtwirecreated sketch sign username show cap lock password remember forgotten password logging agree cookie policy privacy policythis open pdf document disclaimer term usefor help support contact crm consultant via phone email america +1 212 686 5374 emea +44 203 741 1188 asia-pacific +852 3110 6513 help debtwire.com,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6810,5 stone workout jonny chai,2,1,1,1,0,50,5 stone workout jonny chai skip content jonny chai talk cheap action speak result never lie menu next generation breaking cycle shred program 21 day jonny chai protected 5 stone workout content password protected view please enter password password page 1 2 jonny chai click continue ... proudly powered wordpress,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6811,appsflyer surpasses $ 100 million in global revenue - google doc,0,0,0,1,0,52,appsflyer surpasses 100 million global revenue google doc  n't enabled browser file n't opened enable reload.some word feature n't displayed google doc dropped make changesview detailsappsflyer surpasses 100 million global revenuesharesign inthe version browser using longer supported please upgrade supported browser.dismissfileeditviewinsertformattoolsadd-onshelpaccessibilitydebugsee new changesimage option ... replace imageaccessibilitytoggle screen reader supportmain menu,benign,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6812,ntt,30,0,0,1,0,31,ntt wi-fi wi-fiwi-fi pay paypayline pay 3 line lineline 6 ... wi-fi wi-fi 5 wi-fi wi-fi youtube ict facebook twitter hatenabook ntt copyright c ntt right reserved powered mynavi corpus ntt,benign,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6813,fortimail,0,0,0,0,0,28,fortimail web action release quarantined message ha successfully released user nelson.saribay co.maui.hi.us fromdatesubject tiffany davy tiffany.davies sis.ipx1031.com tue 14 jan 2020 07:28:31 -1000 1031 exchange trend info 2020,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6814,"google doc create and edit document online , for free .",1,1,1,1,0,31,google doc create edit document online free one account google sign continue doc enter email find account sign different account create account one google account everything google google privacy term help,benign,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6815,client portal - registration form,3,0,0,1,0,57,client portal registration form home preference event log luca solca 's fashion series heard street seen data no7 may 1 2020 london conference registration form invitation conference registration form invitation luca solca 's fashion series heard street seen data no7 may 1 2020 london registration closed.if question related conference please contact sanford c. bernstein co. llc representative,benign,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6816,p news mailer,0,1,0,1,0,56,p news mailer toggle navigation p news mailer login p news sub use update profile information email aps act nsw vic qld wa ta nt promo tick 'no-promo want continue receiving newsletter n't want receive promotional material event conference etc click hereunsubscribe fully unsubscribe p news 2020 right reserved term condition privacy policy article block email,benign,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6817,yahoo -login,2,0,1,0,0,13,yahoo -login help signin stay signedin trouble signingin n't anaccount signup term privacy,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6818,tamilprint.cc | tamil movie download tamilrockers hd movie,1,0,0,1,0,69,tamilprint.cc tamil movie download tamilrockers hd movie www.tamilprint.cc tamil mobile hd movie tamilprint.co changed tamilprint.cc '' welcome tamilprint `` tamil movie tamil 2018 movie tamil 2017 movie tamil 2016 movie tamil 2015 movie tamil 2014 movie tamil 2013 movie malayalam movie english movie tamil dubbed english movie eng tamil star collection tamil z movie requested movie tamilrockers movie tamilrockers 2018 tamil movie tamilgun movie tamilmv movie tamil 2019 tamilprint.cc,benign,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6819,costco travel uk,3,0,0,1,0,28,costco travel ua-4270003-4 truetruetrueloginabout costco travelcostco.co.ukmembershipcar hire faqs  www.costcotravel.co.uk/stc/car-hire/icons/svg-phone.svgcontact u car hireguided holidayslogincar hireguided holiday sorry page wa found page requested found might removed name change temporarily unavailable,benign,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6820,page1,0,1,0,1,0,11,page1 decathlon.it payment page ... order order amount want pay alsolia,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6821,sign on,1,1,1,1,0,11,sign please sign network username password sign cancel change access preference,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6822,sign in to your account,7,1,1,1,0,21,sign account steve sjmelectrical.co.uk enter password forgot password pick account steve sjmelectrical.co.uk use another account 2019 microsoft term use privacy cooky,benign,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6823,"google sheet create and edit spreadsheet online , for free .",1,1,1,1,0,31,google sheet create edit spreadsheet online free one account google sign continue sheet enter email find account sign different account create account one google account everything google google privacy term help,benign,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6824,debtwire login,0,1,1,1,0,51,debtwire login debtwire login debtwirecreated sketch sign username show cap lock password remember forgotten password logging agree cookie policy privacy policythis open pdf document disclaimer term usefor help support contact crm consultant via phone email america +1 212 686 5374 emea +44 203 741 1188 asia-pacific +852 2158 9790 help debtwire.com,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6825,,0,0,0,0,0,54,png ihdren textsoftwareadobe imagereadyqe itxtxml com.adobe.xmp icon cmyk negative deidatx hq/ ik. e 'unmb.-tol ktp2 '' 9a z7 ~|7= 7 oc/kad21~p gj| 6 f xxoz 595 r '' 88q-qcc lp| wu=y fyzv 6 q '' dr s4e waiem '' x 6 '' 86 '' w+8 eyelpdpk hnr j u lc0 .dck e ti j3ewjole92 .|wn -w3h z4 qiendb,benign,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6826,forward to a friend,2,1,0,1,0,19,forward friend thanks 've forwarded email forward friend friend 's email address used forward email never available anyone else,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6827,appsflyer - sign in,1,1,0,1,0,50,appsflyer sign connecting sign-in appsflyer account access g suite  required  disabled browser. nbspplease enable  refresh page refresh onedrive version supported upgrade installing onedrive business next generation sync client login okta learn upgrade cooky required cooky disabled browser please enable cooky refresh page refresh powered okta privacy policy,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6828,,0,1,0,1,0,20,'ve detected  disabled browser would like proceed legacy twitter yes something went wrong dont fret let give another shot,benign,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6829,,0,1,0,1,0,20,'ve detected  disabled browser would like proceed legacy twitter yes something went wrong dont fret let give another shot,benign,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6830,sign in | linkedin,0,1,1,1,0,43,sign linkedin skip main content linkedin home linkedin join today sign main content start make sure cooky  enabled browser signing sign linkedin linkedin member join forgot password linkedin corporation 2015 user agreement privacy policy community guideline cookie policy copyright policy guest control,benign,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6831,talkbox,0,0,0,1,0,22,talkbox sender privacy profile subscription adelaide inn 160 oconnell north adelaide 5006 08 8267 5066 reception adelaideinn.com.au   www.adelaideinn.com.au privacy collection statement,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6832,- - - yahoo !,17,0,0,1,0,20,yahoo yahoo japan diy dvd 1 2 3 4 5 4.51625 20 copyright c 2020 yahoo japan corporation right reserved,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6833,"google sheet create and edit spreadsheet online , for free .",1,1,1,1,0,31,google sheet create edit spreadsheet online free one account google sign continue sheet enter email find account sign different account create account one google account everything google google privacy term help,benign,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6834,adobe document viewer,2,1,1,1,1,63,adobe document viewer file name company 947873837-document.pdf file name company 947873837-document.pdf recent scan file document cloud add new account share document download signature review loading document please wait adobe please verify identity open document member yet one time sign required open adobe cloud documentview term condition security information email provider gmail yahoo hotmail office e-mail continue want use company school account sign enterprise,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6835,"linkedin login , sign in | linkedin",0,1,1,1,0,29,linkedin login sign linkedin linkedinwelcome backdo n't miss next opportunity sign stay updated professional world.email phonepasswordshowsign inforgot password new linkedin join nowlinkedin 2020user agreementprivacy policycommunity guidelinescookie policycopyright policysend feedback,benign,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6836,sign in to your account,2,1,1,0,0,22,nobody mycraftmail.com enter password 're accessing sensitive info needto verify password ... forgot password sign term use privacy cooky ... sign account,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6837,update email address,0,1,0,1,0,15,update email address update email address update email address sstanfill fujigreenwood.com powered direct mail mac,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6838,,0,0,0,0,0,8,link ha expired please contact sender email information,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6839,,0,0,0,1,0,63,welcome citi 's digital research product english japanese one-time registration process required gain access content please enter email address click 'register confirmation email sent email address within minute complete registration register register device every time access citi research please visit device registration guide amend browser setting currently citi client please click require assistance please contact support team rschaccess citi.com privacy statement term use,benign,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6840,login,1,1,0,1,0,57,login please confirm registered email activation code thanks receive e-mail shortly containing link set access n't receive e-mail sent george.holst bnpparibas.complease check junk mail folder submit enter activation code submit cooky checking please wait use activation code send activation code need help please contact u connection issue frequently asked question copyright exane 2020 legal term contact compliance,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6841,,0,0,0,0,0,8,link ha expired please contact sender email information,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6842,forward to a friend,1,1,0,1,0,19,forward friend thanks 've forwarded email forward friend friend 's email address used forward email never available anyone else,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6843,debtwire login,0,1,1,1,0,51,debtwire login debtwire login debtwirecreated sketch sign username show cap lock password remember forgotten password logging agree cookie policy privacy policythis open pdf document disclaimer term usefor help support contact crm consultant via phone email america +1 212 686 5374 emea +44 203 741 1188 asia-pacific +852 2158 9790 help debtwire.com,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6844,"google doc create and edit document online , for free .",1,1,1,1,0,31,google doc create edit document online free one account google sign continue doc enter email find account sign different account create account one google account everything google google privacy term help,benign,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6845,viralshare.us | url shortening site,2,0,1,1,0,36,viralshare.us url shortening site search sign welcome log account username password forgot password get help password recovery recover password email password e-mailed viralshare.us viralshare.us private internal url shortening service intended public use thank copyright 2017 viralshare.us,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6846,california distributor rebate,4,1,1,1,0,65,california distributor rebate california distributor rebate system enter new password please enter new password account password must meet following criterion password must contain least 8 characters.your password must contain 1 capital letter 1 lower case letter 1 digit 1 special character .your password contain user name.you reuse previous password please enter new password twice verify typed correctly new password confirm password term use energy solution,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6847,sign in | fromthepage,1,1,1,1,0,37,sign fromthepage find projectdashboardsign upsign insign insign inremember meforgot password sign upwant join existing project transcriber sign transcriber.sign nowstart free trialwant begin new transcription project start free trial.start free trialdocumentationblogaboutterms conditionsprivacy policycontact u 2020 fromthepage right reserved,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6848,vulndb,3,1,1,1,0,67,vulndb need sign sign continuing email password remember forgot password useful news research report product breach mailing list breach exchange free mailing list focus thing data breach topic include actual data breach cyber insurance risk management metric typical volume 4-6 message per day join mail list tweet risk based security contact u 1-855-rbs-risk support riskbasedsecurity.com sale riskbasedsecurity.com 2020 right reserved risk based security privacy policy term use,benign,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6849,:,65,1,1,1,0,55," edy edy 1 5,000 yoshiki 5,000 fc 5,000 5,000 5,000 1 5,000 2 2,160 etc1 e-navi 20170213 5 5,000 55 2018/09/28 9 2018/09/25 2018/09/06 30 2018/09/05 soka e-navi 2 2018/09 2018/09 2018/08 e-navi 2018/08 141 03-6740-6740 3 01486 005692 108-00743-19-15 adr rakuten girlsaward etc e-navi toto 3 edy edy csr rakuten card co. ltd",benign,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6850,,0,0,0,1,0,63,welcome citi 's digital research product english japanese one-time registration process required gain access content please enter email address click 'register confirmation email sent email address within minute complete registration register register device every time access citi research please visit device registration guide amend browser setting currently citi client please click require assistance please contact support team rschaccess citi.com privacy statement term use,benign,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6851,,0,0,0,1,0,63,welcome citi 's digital research product english japanese one-time registration process required gain access content please enter email address click 'register confirmation email sent email address within minute complete registration register register device every time access citi research please visit device registration guide amend browser setting currently citi client please click require assistance please contact support team rschaccess citi.com privacy statement term use,benign,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6852,body caresurveyjan 2020,2,1,0,1,0,26,caresurveyjan 2020 caresurveyjan 2020 question 1. tried care product phlur yes next powered see easy create survey privacy cookie policy  required site function please enable,benign,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6853,,0,1,0,1,0,20,'ve detected  disabled browser would like proceed legacy twitter yes something went wrong dont fret let give another shot,benign,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6854,authorization,1,1,1,1,0,18,authorization  required login login password language english esk deutsch english espaol franais magyar nederland polski ispsystem 1997-2020,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6855,under armour - men 's tech polo shirt military discount | govx,0,0,0,1,0,9,armour men 's tech polo shirt military discount govx,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6856,,0,1,0,1,0,20,'ve detected  disabled browser would like proceed legacy twitter yes something went wrong dont fret let give another shot,benign,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6857,one drive,1,0,0,1,0,31,one drive read document please choose email provider login view shared file login office 365 login outlook login mail get file anywhere device share anyone one drive shared document one loud,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6858,,4,1,0,1,0,41,part themedical group bioevents 2020 2020 2020 2019 2018 2018 2018 2017 2017 2019 2019 2019 2017 2017 2015 2016 2016 2016 2015 2016 2015 2015 2014 2018 2014 2014 2014 2013 2013 2010 2012 2011-2012 '' 2010 medical-expo.co.il right reserved,benign,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6859,,0,0,0,0,0,8,link ha expired please contact sender email information,benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
